i,j,sim
30,67,0.716473727404082
48,108,0.7308455144144101
73,83,0.5546802267032785
14,125,0.8059038725816559
1,59,1.0
30,68,0.5975126489533769
48,109,0.8804957861077007
73,84,0.6392607316229686
14,126,0.4308730289625107
1,60,0.5961533722593182
30,69,0.5975126489533769
48,110,1.0
73,85,0.8804957861077007
15,16,0.628671845589605
1,61,0.5973208275534447
30,70,0.5975126489533769
48,111,0.6392607316229686
73,86,0.6392607316229686
15,17,0.9199106967856712
1,62,0.5961533722593182
30,71,0.7540997467642236
48,112,1.0
73,87,0.628671845589605
15,18,1.0
1,63,0.652146182891977
30,72,0.5750374763199309
48,113,0.7200264319529204
73,88,1.0
15,19,0.7160531737151075
15,20,0.9199106967856712
30,73,0.5975126489533769
48,114,0.628671845589605
73,89,1.0
1,64,0.7160531737151075
15,21,0.5667307947710624
30,74,0.681676940723925
48,115,0.6508410801339611
73,90,0.5546802267032785
1,65,0.7610013830041973
1,66,0.8804957861077007
30,75,0.5975126489533769
48,116,0.628671845589605
73,91,0.4503410557511679
15,22,0.628671845589605
1,67,0.5781966615257106
30,76,0.6795580792474001
48,117,1.0
73,92,1.0
15,23,0.628671845589605
1,68,0.8804957861077007
30,77,0.5975126489533769
48,118,0.6358115620913256
73,93,0.6167297412222914
15,24,0.628671845589605
1,69,0.8804957861077007
30,78,0.5975126489533769
48,119,0.5427428341876338
73,94,0.5203555379689118
15,25,0.628671845589605
1,70,0.8804957861077007
30,79,0.7540997467642236
48,120,1.0
73,95,0.49104459792243493
15,26,0.628671845589605
1,71,0.652146182891977
30,80,0.5975126489533769
48,121,0.6392607316229686
73,96,0.6392607316229686
15,27,0.628671845589605
1,72,0.8080195842751794
30,81,0.7803273707339741
48,122,0.5546802267032785
73,97,0.8804957861077007
15,28,0.4032649792734677
1,73,0.8804957861077007
30,82,0.5975126489533769
48,123,1.0
73,98,1.0
15,29,0.9199106967856712
1,74,0.6587429219359824
30,83,0.7540997467642236
48,124,0.6392607316229686
73,99,0.8080335804252552
15,30,0.7529410168544992
1,75,0.8804957861077007
30,84,0.6728517136401705
48,125,0.628671845589605
73,100,1.0
15,31,0.7160531737151075
1,76,1.0
30,85,0.6795580792474001
48,126,1.0
73,101,1.0
15,32,0.7160531737151075
1,77,0.8804957861077007
30,86,0.6728517136401705
49,50,0.8804957861077007
73,102,0.7308455144144101
15,33,0.628671845589605
1,78,0.8804957861077007
30,87,0.7529410168544992
49,51,1.0
73,103,1.0
15,34,0.9630053580962163
1,79,0.652146182891977
30,88,0.5975126489533769
49,52,0.5841159378427286
73,104,1.0
15,35,0.628671845589605
1,80,0.8804957861077007
30,89,0.5975126489533769
49,53,0.5546802267032785
73,105,0.5546802267032785
15,36,0.628671845589605
1,81,0.6487993727202763
30,90,0.7540997467642236
49,54,1.0
73,106,1.0
15,37,0.8678715657634609
1,82,0.8804957861077007
30,91,0.716473727404082
49,55,1.0
73,107,1.0
15,38,0.628671845589605
1,83,0.652146182891977
30,92,0.5975126489533769
49,56,1.0
73,108,0.7308455144144101
15,39,0.628671845589605
1,84,0.5961533722593182
30,93,0.7818347082732262
49,57,1.0
73,109,0.8804957861077007
15,40,0.5608296247849223
1,85,1.0
30,94,0.6928932313811246
